genres,id,keywords,overview,tagline,title,cast,crew
"['Action', 'Adventure', 'Thriller']",37724,"['spy', 'secret agent', 'sociopath', 'killer', 'art gallery', 'british secret service', 'istanbul turkey', 'imax', 'uzi', 'booby trap', 'impersonating a police officer', 'macao']","['When', ""Bond's"", 'latest', 'assignment', 'goes', 'gravely', 'wrong', 'and', 'agents', 'around', 'the', 'world', 'are', 'exposed,', 'MI6', 'is', 'attacked', 'forcing', 'M', 'to', 'relocate', 'the', 'agency.', 'These', 'events', 'cause', 'her', 'authority', 'and', 'position', 'to', 'be', 'challenged', 'by', 'Gareth', 'Mallory,', 'the', 'new', 'Chairman', 'of', 'the', 'Intelligence', 'and', 'Security', 'Committee.', 'With', 'MI6', 'now', 'compromised', 'from', 'both', 'inside', 'and', 'out,', 'M', 'is', 'left', 'with', 'one', 'ally', 'she', 'can', 'trust:', 'Bond.', '007', 'takes', 'to', 'the', 'shadows', '-', 'aided', 'only', 'by', 'field', 'agent,', 'Eve', '-', 'following', 'a', 'trail', 'to', 'the', 'mysterious', 'Silva,', 'whose', 'lethal', 'and', 'hidden', 'motives', 'have', 'yet', 'to', 'reveal', 'themselves.']","['Think', 'on', 'your', 'sins.']",Skyfall,"['Daniel Craig', 'Judi Dench', 'Javier Bardem']",['Sam Mendes']
"['Action', 'Adventure', 'Fantasy']",558,"['dual identity', ""love of one's life"", 'pizza boy', 'marvel comic', 'sequel', 'superhero', 'doctor', 'scientist', 'tentacle', 'death', 'super villain']","['Peter', 'Parker', 'is', 'going', 'through', 'a', 'major', 'identity', 'crisis.', 'Burned', 'out', 'from', 'being', 'Spider-Man,', 'he', 'decides', 'to', 'shelve', 'his', 'superhero', 'alter', 'ego,', 'which', 'leaves', 'the', 'city', 'suffering', 'in', 'the', 'wake', 'of', 'carnage', 'left', 'by', 'the', 'evil', 'Doc', 'Ock.', 'In', 'the', 'meantime,', 'Parker', 'still', ""can't"", 'act', 'on', 'his', 'feelings', 'for', 'Mary', 'Jane', 'Watson,', 'a', 'girl', ""he's"", 'loved', 'since', 'childhood.']","[""There's"", 'a', 'hero', 'in', 'all', 'of', 'us.']",Spider-Man 2,"['Tobey Maguire', 'Kirsten Dunst', 'James Franco']",['Sam Raimi']
"['Action', 'Adventure', 'Science Fiction']",68721,"['terrorist', 'war on terror', 'tennessee', 'malibu', 'marvel comic', 'superhero', 'based on comic book', 'tony stark', 'iron man', 'aftercreditsstinger', 'marvel cinematic universe', 'mandarin', '3d', 'war machine', 'iron patriot', 'extremis']","['When', 'Tony', ""Stark's"", 'world', 'is', 'torn', 'apart', 'by', 'a', 'formidable', 'terrorist', 'called', 'the', 'Mandarin,', 'he', 'starts', 'an', 'odyssey', 'of', 'rebuilding', 'and', 'retribution.']","['Unleash', 'the', 'power', 'behind', 'the', 'armor.']",Iron Man 3,"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle']",['Shane Black']
"['Family', 'Fantasy', 'Adventure']",12155,"['based on novel', 'fictional place', 'queen', 'fantasy', 'alice in wonderland', 'fantasy world', '3d']","['Alice,', 'an', 'unpretentious', 'and', 'individual', '19-year-old,', 'is', 'betrothed', 'to', 'a', 'dunce', 'of', 'an', 'English', 'nobleman.', 'At', 'her', 'engagement', 'party,', 'she', 'escapes', 'the', 'crowd', 'to', 'consider', 'whether', 'to', 'go', 'through', 'with', 'the', 'marriage', 'and', 'falls', 'down', 'a', 'hole', 'in', 'the', 'garden', 'after', 'spotting', 'an', 'unusual', 'rabbit.', 'Arriving', 'in', 'a', 'strange', 'and', 'surreal', 'place', 'called', ""'Underland,'"", 'she', 'finds', 'herself', 'in', 'a', 'world', 'that', 'resembles', 'the', 'nightmares', 'she', 'had', 'as', 'a', 'child,', 'filled', 'with', 'talking', 'animals,', 'villainous', 'queens', 'and', 'knights,', 'and', 'frumious', 'bandersnatches.', 'Alice', 'realizes', 'that', 'she', 'is', 'there', 'for', 'a', 'reason', '–', 'to', 'conquer', 'the', 'horrific', 'Jabberwocky', 'and', 'restore', 'the', 'rightful', 'queen', 'to', 'her', 'throne.']","[""You're"", 'invited', 'to', 'a', 'very', 'important', 'date.']",Alice in Wonderland,"['Mia Wasikowska', 'Johnny Depp', 'Anne Hathaway']",['Tim Burton']
"['Adventure', 'Action', 'Science Fiction', 'Thriller']",36668,"['mutant', 'marvel comic', 'based on comic book', 'superhuman', 'beast', 'cyclops', 'aftercreditsstinger']","['When', 'a', 'cure', 'is', 'found', 'to', 'treat', 'mutations,', 'lines', 'are', 'drawn', 'amongst', 'the', 'X-Men', 'and', 'The', 'Brotherhood,', 'a', 'band', 'of', 'powerful', 'mutants', 'organized', 'under', ""Xavier's"", 'former', 'ally,', 'Magneto.']","['Take', 'a', 'Stand']",X-Men: The Last Stand,"['Hugh Jackman', 'Halle Berry', 'Ian McKellen']",['Brett Ratner']
"['Animation', 'Family']",62211,"['monster', 'dormitory', 'games', 'animation', 'best friend', 'university', 'scary', 'aftercreditsstinger']","['A', 'look', 'at', 'the', 'relationship', 'between', 'Mike', 'and', 'Sulley', 'during', 'their', 'days', 'at', 'Monsters', 'University', '—', 'when', 'they', ""weren't"", 'necessarily', 'the', 'best', 'of', 'friends.']","['School', 'never', 'looked', 'this', 'scary.']",Monsters University,"['Billy Crystal', 'John Goodman', 'Steve Buscemi']",['Dan Scanlon']
"['Science Fiction', 'Action', 'Adventure']",8373,"['egypt', 'sun', 'chaos', 'symbol', 'artifact', 'transformers', 'tank', 'robot', 'imax', 'duringcreditsstinger']","['Sam', 'Witwicky', 'leaves', 'the', 'Autobots', 'behind', 'for', 'a', 'normal', 'life.', 'But', 'when', 'his', 'mind', 'is', 'filled', 'with', 'cryptic', 'symbols,', 'the', 'Decepticons', 'target', 'him', 'and', 'he', 'is', 'dragged', 'back', 'into', 'the', ""Transformers'"", 'war.']","['Revenge', 'is', 'coming.']",Transformers: Revenge of the Fallen,"['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel']",['Michael Bay']
"['Science Fiction', 'Action', 'Adventure']",91314,"['sequel', 'alien', 'transformers', 'giant robot', 'robot', 'imax', 'transforming robot']","['As', 'humanity', 'picks', 'up', 'the', 'pieces,', 'following', 'the', 'conclusion', 'of', '""Transformers:', 'Dark', 'of', 'the', 'Moon,""', 'Autobots', 'and', 'Decepticons', 'have', 'all', 'but', 'vanished', 'from', 'the', 'face', 'of', 'the', 'planet.', 'However,', 'a', 'group', 'of', 'powerful,', 'ingenious', 'businessman', 'and', 'scientists', 'attempt', 'to', 'learn', 'from', 'past', 'Transformer', 'incursions', 'and', 'push', 'the', 'boundaries', 'of', 'technology', 'beyond', 'what', 'they', 'can', 'control', '-', 'all', 'while', 'an', 'ancient,', 'powerful', 'Transformer', 'menace', 'sets', 'Earth', 'in', 'his', 'cross-hairs.']","['This', 'is', 'not', 'war.', ""It's"", 'extinction.']",Transformers: Age of Extinction,"['Mark Wahlberg', 'Stanley Tucci', 'Kelsey Grammer']",['Michael Bay']
"['Fantasy', 'Adventure', 'Family']",68728,"['circus', 'witch', 'magic', 'hope', 'illusion', 'lost', 'magic trick', 'wizard', '3d']","['Oscar', 'Diggs,', 'a', 'small-time', 'circus', 'illusionist', 'and', 'con-artist,', 'is', 'whisked', 'from', 'Kansas', 'to', 'the', 'Land', 'of', 'Oz', 'where', 'the', 'inhabitants', 'assume', ""he's"", 'the', 'great', 'wizard', 'of', 'prophecy,', 'there', 'to', 'save', 'Oz', 'from', 'the', 'clutches', 'of', 'evil.']","['In', 'Oz,', 'nothing', 'is', 'what', 'it', 'seems']",Oz: The Great and Powerful,"['James Franco', 'Mila Kunis', 'Rachel Weisz']",['Sam Raimi']
"['Action', 'Adventure', 'Fantasy']",102382,"['obsession', 'marvel comic', 'sequel', 'based on comic book', 'electrocution', 'medical experiment', 'electricity', 'super powers']","['For', 'Peter', 'Parker,', 'life', 'is', 'busy.', 'Between', 'taking', 'out', 'the', 'bad', 'guys', 'as', 'Spider-Man', 'and', 'spending', 'time', 'with', 'the', 'person', 'he', 'loves,', 'Gwen', 'Stacy,', 'high', 'school', 'graduation', 'cannot', 'come', 'quickly', 'enough.', 'Peter', 'has', 'not', 'forgotten', 'about', 'the', 'promise', 'he', 'made', 'to', 'Gwen’s', 'father', 'to', 'protect', 'her', 'by', 'staying', 'away,', 'but', 'that', 'is', 'a', 'promise', 'he', 'cannot', 'keep.', 'Things', 'will', 'change', 'for', 'Peter', 'when', 'a', 'new', 'villain,', 'Electro,', 'emerges,', 'an', 'old', 'friend,', 'Harry', 'Osborn,', 'returns,', 'and', 'Peter', 'uncovers', 'new', 'clues', 'about', 'his', 'past.']","['No', 'more', 'secrets.']",The Amazing Spider-Man 2,"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx']",['Marc Webb']
"['Adventure', 'Action', 'Science Fiction']",20526,"['artificial intelligence', 'secret identity', 'computer program', 'dystopia', 'computer', 'deception', 'duel', 'motorcycle', 'neon light', 'autocracy']","['Sam', 'Flynn,', 'the', 'tech-savvy', 'and', 'daring', 'son', 'of', 'Kevin', 'Flynn,', 'investigates', 'his', ""father's"", 'disappearance', 'and', 'is', 'pulled', 'into', 'The', 'Grid.', 'With', 'the', 'help', 'of', 'a', 'mysterious', 'program', 'named', 'Quorra,', 'Sam', 'quests', 'to', 'stop', 'evil', 'dictator', 'Clu', 'from', 'crossing', 'into', 'the', 'real', 'world.']","['The', 'Game', 'Has', 'Changed.']",TRON: Legacy,"['Garrett Hedlund', 'Jeff Bridges', 'Olivia Wilde']",['Joseph Kosinski']
"['Animation', 'Family', 'Adventure', 'Comedy']",49013,"['car race', 'sequel', 'comedy', 'anthropomorphism', 'best friend', 'duringcreditsstinger']","['Star', 'race', 'car', 'Lightning', 'McQueen', 'and', 'his', 'pal', 'Mater', 'head', 'overseas', 'to', 'compete', 'in', 'the', 'World', 'Grand', 'Prix', 'race.', 'But', 'the', 'road', 'to', 'the', 'championship', 'becomes', 'rocky', 'as', 'Mater', 'gets', 'caught', 'up', 'in', 'an', 'intriguing', 'adventure', 'of', 'his', 'own:', 'international', 'espionage.']",['Ka-ciao!'],Cars 2,"['Owen Wilson', 'Larry the Cable Guy', 'Michael Caine']",['John Lasseter']
"['Adventure', 'Action', 'Thriller', 'Science Fiction']",44912,"['dc comics', 'transformation', 'superhero', 'alien', 'alien infection', 'magical object', 'protector', 'super powers', 'origin', '3d']","['For', 'centuries,', 'a', 'small', 'but', 'powerful', 'force', 'of', 'warriors', 'called', 'the', 'Green', 'Lantern', 'Corps', 'has', 'sworn', 'to', 'keep', 'intergalactic', 'order.', 'Each', 'Green', 'Lantern', 'wears', 'a', 'ring', 'that', 'grants', 'him', 'superpowers.', 'But', 'when', 'a', 'new', 'enemy', 'called', 'Parallax', 'threatens', 'to', 'destroy', 'the', 'balance', 'of', 'power', 'in', 'the', 'Universe,', 'their', 'fate', 'and', 'the', 'fate', 'of', 'Earth', 'lie', 'in', 'the', 'hands', 'of', 'the', 'first', 'human', 'ever', 'recruited.']","['In', 'our', 'darkest', 'hour,', 'there', 'will', 'be', 'light.']",Green Lantern,"['Ryan Reynolds', 'Blake Lively', 'Peter Sarsgaard']",['Martin Campbell']
"['Animation', 'Family', 'Comedy']",10193,"['hostage', 'college', 'toy', 'barbie', 'animation', 'escape', 'day care', 'teddy bear', 'duringcreditsstinger', 'toy comes to life', 'personification', 'inanimate objects coming to life', 'toy story']","['Woody,', 'Buzz,', 'and', 'the', 'rest', 'of', ""Andy's"", 'toys', ""haven't"", 'been', 'played', 'with', 'in', 'years.', 'With', 'Andy', 'about', 'to', 'go', 'to', 'college,', 'the', 'gang', 'find', 'themselves', 'accidentally', 'left', 'at', 'a', 'nefarious', 'day', 'care', 'center.', 'The', 'toys', 'must', 'band', 'together', 'to', 'escape', 'and', 'return', 'home', 'to', 'Andy.']","['No', 'toy', 'gets', 'left', 'behind.']",Toy Story 3,"['Tom Hanks', 'Tim Allen', 'Ned Beatty']",['Lee Unkrich']
"['Action', 'Science Fiction', 'Thriller']",534,"['saving the world', 'artificial intelligence', 'prophecy', 'san francisco', 'cyborg', 'killer robot', 'gas station', 'post-apocalyptic', 'dystopia', 'army', 'firearm', 'wartime', 'los angeles']","['All', 'grown', 'up', 'in', 'post-apocalyptic', '2018,', 'John', 'Connor', 'must', 'lead', 'the', 'resistance', 'of', 'humans', 'against', 'the', 'increasingly', 'dominating', 'militaristic', 'robots.', 'But', 'when', 'Marcus', 'Wright', 'appears,', 'his', 'existence', 'confuses', 'the', 'mission', 'as', 'Connor', 'tries', 'to', 'determine', 'whether', 'Wright', 'has', 'come', 'from', 'the', 'future', 'or', 'the', 'past', '--', 'and', 'whether', ""he's"", 'friend', 'or', 'foe.']","['The', 'End', 'Begins.']",Terminator Salvation,"['Christian Bale', 'Sam Worthington', 'Anton Yelchin']",['McG']
['Action'],168259,"['car race', 'speed', 'revenge', 'suspense', 'car', 'race', 'muscle car']","['Deckard', 'Shaw', 'seeks', 'revenge', 'against', 'Dominic', 'Toretto', 'and', 'his', 'family', 'for', 'his', 'comatose', 'brother.']","['Vengeance', 'Hits', 'Home']",Furious 7,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson']",['James Wan']
"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",72190,"['dystopia', 'apocalypse', 'zombie', 'nuclear weapons', 'multiple perspectives', 'zombie apocalypse']","['Life', 'for', 'former', 'United', 'Nations', 'investigator', 'Gerry', 'Lane', 'and', 'his', 'family', 'seems', 'content.', 'Suddenly,', 'the', 'world', 'is', 'plagued', 'by', 'a', 'mysterious', 'infection', 'turning', 'whole', 'human', 'populations', 'into', 'rampaging', 'mindless', 'zombies.', 'After', 'barely', 'escaping', 'the', 'chaos,', 'Lane', 'is', 'persuaded', 'to', 'go', 'on', 'a', 'mission', 'to', 'investigate', 'this', 'disease.', 'What', 'follows', 'is', 'a', 'perilous', 'trek', 'around', 'the', 'world', 'where', 'Lane', 'must', 'brave', 'horrific', 'dangers', 'and', 'long', 'odds', 'to', 'find', 'answers', 'before', 'human', 'civilization', 'falls.']","['Remember', 'Philly!']",World War Z,"['Brad Pitt', 'Mireille Enos', 'Abigail Hargrove']",['Marc Forster']
"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",127585,"['1970s', 'mutant', 'time travel', 'marvel comic', 'based on comic book', 'superhuman', 'storm', 'beast', 'aftercreditsstinger', 'changing the past or future']","['The', 'ultimate', 'X-Men', 'ensemble', 'fights', 'a', 'war', 'for', 'the', 'survival', 'of', 'the', 'species', 'across', 'two', 'time', 'periods', 'as', 'they', 'join', 'forces', 'with', 'their', 'younger', 'selves', 'in', 'an', 'epic', 'battle', 'that', 'must', 'change', 'the', 'past', '–', 'to', 'save', 'our', 'future.']","['To', 'save', 'the', 'future,', 'they', 'must', 'alter', 'the', 'past']",X-Men: Days of Future Past,"['Hugh Jackman', 'James McAvoy', 'Michael Fassbender']",['Bryan Singer']
"['Action', 'Adventure', 'Science Fiction']",54138,"['spacecraft', 'friendship', 'sequel', 'futuristic', 'space', 'alien', 'imax', 'space opera', 'terrorist bombing', '3d']","['When', 'the', 'crew', 'of', 'the', 'Enterprise', 'is', 'called', 'back', 'home,', 'they', 'find', 'an', 'unstoppable', 'force', 'of', 'terror', 'from', 'within', 'their', 'own', 'organization', 'has', 'detonated', 'the', 'fleet', 'and', 'everything', 'it', 'stands', 'for,', 'leaving', 'our', 'world', 'in', 'a', 'state', 'of', 'crisis.', 'With', 'a', 'personal', 'score', 'to', 'settle,', 'Captain', 'Kirk', 'leads', 'a', 'manhunt', 'to', 'a', 'war-zone', 'world', 'to', 'capture', 'a', 'one', 'man', 'weapon', 'of', 'mass', 'destruction.', 'As', 'our', 'heroes', 'are', 'propelled', 'into', 'an', 'epic', 'chess', 'game', 'of', 'life', 'and', 'death,', 'love', 'will', 'be', 'challenged,', 'friendships', 'will', 'be', 'torn', 'apart,', 'and', 'sacrifices', 'must', 'be', 'made', 'for', 'the', 'only', 'family', 'Kirk', 'has', 'left:', 'his', 'crew.']","['Earth', 'Will', 'Fall']",Star Trek Into Darkness,"['Chris Pine', 'Zachary Quinto', 'Zoe Saldana']",['J.J. Abrams']
"['Action', 'Family', 'Fantasy']",81005,"['based on fairy tale', 'giant']","['The', 'story', 'of', 'an', 'ancient', 'war', 'that', 'is', 'reignited', 'when', 'a', 'young', 'farmhand', 'unwittingly', 'opens', 'a', 'gateway', 'between', 'our', 'world', 'and', 'a', 'fearsome', 'race', 'of', 'giants.', 'Unleashed', 'on', 'the', 'Earth', 'for', 'the', 'first', 'time', 'in', 'centuries,', 'the', 'giants', 'strive', 'to', 'reclaim', 'the', 'land', 'they', 'once', 'lost,', 'forcing', 'the', 'young', 'man,', 'Jack', 'into', 'the', 'battle', 'of', 'his', 'life', 'to', 'stop', 'them.', 'Fighting', 'for', 'a', 'kingdom,', 'its', 'people,', 'and', 'the', 'love', 'of', 'a', 'brave', 'princess,', 'he', 'comes', 'face', 'to', 'face', 'with', 'the', 'unstoppable', 'warriors', 'he', 'thought', 'only', 'existed', 'in', 'legend–and', 'gets', 'the', 'chance', 'to', 'become', 'a', 'legend', 'himself.']","['Prepare', 'for', 'a', 'giant', 'adventure']",Jack the Giant Slayer,"['Nicholas Hoult', 'Eleanor Tomlinson', 'Ewan McGregor']",['Bryan Singer']
"['Drama', 'Romance']",64682,"['based on novel', 'infidelity', 'obsession', 'hope', '3d']","['An', 'adaptation', 'of', 'F.', 'Scott', ""Fitzgerald's"", 'Long', 'Island-set', 'novel,', 'where', 'Midwesterner', 'Nick', 'Carraway', 'is', 'lured', 'into', 'the', 'lavish', 'world', 'of', 'his', 'neighbor,', 'Jay', 'Gatsby.', 'Soon', 'enough,', 'however,', 'Carraway', 'will', 'see', 'through', 'the', 'cracks', 'of', ""Gatsby's"", 'nouveau', 'riche', 'existence,', 'where', 'obsession,', 'madness,', 'and', 'tragedy', 'await.']","['Reserving', 'judgments', 'is', 'a', 'matter', 'of', 'infinite', 'hope...', 'I', 'come', 'to', 'the', 'admission', 'that', 'it', 'has', 'a', 'limit.']",The Great Gatsby,"['Leonardo DiCaprio', 'Tobey Maguire', 'Carey Mulligan']",['Baz Luhrmann']
"['Adventure', 'Fantasy', 'Action', 'Romance']",9543,"['persia', 'sandstorm', 'brother against brother', 'armageddon', 'regent', 'based on video game']","['A', 'rogue', 'prince', 'reluctantly', 'joins', 'forces', 'with', 'a', 'mysterious', 'princess', 'and', 'together,', 'they', 'race', 'against', 'dark', 'forces', 'to', 'safeguard', 'an', 'ancient', 'dagger', 'capable', 'of', 'releasing', 'the', 'Sands', 'of', 'Time', '–', 'gift', 'from', 'the', 'gods', 'that', 'can', 'reverse', 'time', 'and', 'allow', 'its', 'possessor', 'to', 'rule', 'the', 'world.']","['Defy', 'the', 'Future']",Prince of Persia: The Sands of Time,"['Jake Gyllenhaal', 'Gemma Arterton', 'Ben Kingsley']",['Mike Newell']
"['Action', 'Science Fiction', 'Adventure']",68726,"['dystopia', 'giant robot', 'giant monster', 'apocalypse', 'imax', 'duringcreditsstinger', '3d']","['When', 'legions', 'of', 'monstrous', 'creatures,', 'known', 'as', 'Kaiju,', 'started', 'rising', 'from', 'the', 'sea,', 'a', 'war', 'began', 'that', 'would', 'take', 'millions', 'of', 'lives', 'and', 'consume', ""humanity's"", 'resources', 'for', 'years', 'on', 'end.', 'To', 'combat', 'the', 'giant', 'Kaiju,', 'a', 'special', 'type', 'of', 'weapon', 'was', 'devised:', 'massive', 'robots,', 'called', 'Jaegers,', 'which', 'are', 'controlled', 'simultaneously', 'by', 'two', 'pilots', 'whose', 'minds', 'are', 'locked', 'in', 'a', 'neural', 'bridge.', 'But', 'even', 'the', 'Jaegers', 'are', 'proving', 'nearly', 'defenseless', 'in', 'the', 'face', 'of', 'the', 'relentless', 'Kaiju.', 'On', 'the', 'verge', 'of', 'defeat,', 'the', 'forces', 'defending', 'mankind', 'have', 'no', 'choice', 'but', 'to', 'turn', 'to', 'two', 'unlikely', 'heroes—a', 'washed-up', 'former', 'pilot', '(Charlie', 'Hunnam)', 'and', 'an', 'untested', 'trainee', '(Rinko', 'Kikuchi)—who', 'are', 'teamed', 'to', 'drive', 'a', 'legendary', 'but', 'seemingly', 'obsolete', 'Jaeger', 'from', 'the', 'past.', 'Together,', 'they', 'stand', 'as', ""mankind's"", 'last', 'hope', 'against', 'the', 'mounting', 'apocalypse.']","['To', 'Fight', 'Monsters,', 'We', 'Created', 'Monsters']",Pacific Rim,"['Idris Elba', 'Charlie Hunnam', 'Charlie Day']",['Guillermo del Toro']
"['Action', 'Science Fiction', 'Adventure']",38356,"['moon', 'spacecraft', 'traitor', 'bodyguard', 'alien planet', 'based on cartoon', 'transformers', 'giant robot', 'sabotage', 'word domination', 'commando', 'duringcreditsstinger']","['Sam', 'Witwicky', 'takes', 'his', 'first', 'tenuous', 'steps', 'into', 'adulthood', 'while', 'remaining', 'a', 'reluctant', 'human', 'ally', 'of', 'Autobot-leader', 'Optimus', 'Prime.', 'The', 'film', 'centers', 'around', 'the', 'space', 'race', 'between', 'the', 'USSR', 'and', 'the', 'USA,', 'suggesting', 'there', 'was', 'a', 'hidden', 'Transformers', 'role', 'in', 'it', 'all', 'that', 'remains', 'one', 'of', 'the', ""planet's"", 'most', 'dangerous', 'secrets.']","['The', 'invasion', 'we', 'always', 'feared.', 'An', 'enemy', 'we', 'never', 'expected.']",Transformers: Dark of the Moon,"['Shia LaBeouf', 'John Malkovich', 'Ken Jeong']",['Michael Bay']
